  1000, 113.9460,  30.9000,      10.
  1001, 113.9500,  30.8210,       4.
  1002, 113.9320,  30.7280,       1.
  1003, 113.9010,  30.6240,       1.
  1004, 113.8640,  30.5050,       1.
  1005, 113.8130,  30.3710,       2.
  1006, 113.7450,  30.2330,       6.
  1007, 113.6720,  30.1030,      10.
  1008, 113.6060,  29.9760,      12.
  1009, 113.5410,  29.8420,      15.
  1010, 113.4690,  29.6970,      28.
  1011, 113.4020,  29.5460,      61.
  1012, 113.3510,  29.3870,     102.
  1013, 113.3260,  29.2250,     126.
  1014, 113.3290,  29.0640,     155.
  1015, 113.3480,  28.9010,     199.
  1016, 113.3680,  28.7290,     230.
  1017, 113.3810,  28.5710,     260.
  1018, 113.3810,  28.4210,     299.
  1019, 113.3790,  28.2760,     309.
  1020, 113.3760,  28.1360,     314.
  1021, 113.3590,  28.0010,     338.
  1022, 113.3200,  27.8690,     356.
  1023, 113.2750,  27.7380,     345.
  1024, 113.2290,  27.6110,     342.
  1025, 113.1630,  27.4810,     366.
  1026, 113.0670,  27.3330,     380.
  1027, 112.9580,  27.1660,     374.
  1028, 112.8580,  27.0360,     405.
  1029, 112.7570,  26.9370,     456.
  1030, 112.6650,  26.8570,     519.
  1031, 112.5720,  26.7910,     594.
  1032, 112.4590,  26.7420,     686.
  1033, 112.3210,  26.6930,     769.
  1034, 112.1810,  26.6360,     837.
  1035, 112.0320,  26.5750,     915.
  1036, 111.8820,  26.5190,    1018.
  1037, 111.7470,  26.4820,    1126.
  1038, 111.6100,  26.4750,    1230.
  1039, 111.4410,  26.4950,    1338.
  1040, 111.2260,  26.5140,    1434.
  1041, 110.9540,  26.5270,    1490.
  1042, 110.6600,  26.5430,    1496.
  1043, 110.3410,  26.5650,    1487.
  1044, 110.0780,  26.5820,    1499.
  1045, 109.8430,  26.6070,    1513.
  1046, 109.6320,  26.6400,    1532.
  1047, 109.4310,  26.6780,    1522.
  1048, 109.2380,  26.7160,    1516.
  2000, 113.9460,  30.9000,      10.
  2005, 113.9120,  30.7720,       4.
  2006, 113.8660,  30.6300,       4.
  2007, 113.8030,  30.4810,       6.
  2008, 113.7270,  30.3320,      11.
  2009, 113.6470,  30.1850,      16.
  2010, 113.5640,  30.0290,      21.
  2011, 113.4780,  29.8640,      31.
  2012, 113.3950,  29.6920,      53.
  2013, 113.3290,  29.5140,      90.
  2014, 113.2950,  29.3250,     130.
  2015, 113.3030,  29.1400,     164.
  2016, 113.3400,  28.9610,     219.
  2017, 113.3730,  28.7680,     275.
  2018, 113.3860,  28.5800,     314.
  2019, 113.3750,  28.4040,     351.
  2020, 113.3570,  28.2350,     358.
  2021, 113.3340,  28.0790,     363.
  2022, 113.2910,  27.9340,     374.
