station_name,forecast_date,hour,pm25_pred,pm25_obs,level2_threshold
东城区,2026-05-12,0,49.6,,50
东城区,2026-05-12,1,51.8,,50
东城区,2026-05-12,2,47.5,,50
东城区,2026-05-12,3,39.0,,50
东城区,2026-05-12,4,36.9,,50
东城区,2026-05-12,5,37.9,,50
东城区,2026-05-12,6,44.9,,50
东城区,2026-05-12,7,35.8,,50
东城区,2026-05-12,8,33.5,,50
东城区,2026-05-12,9,36.1,,50
东城区,2026-05-12,10,25.3,,50
东城区,2026-05-12,11,28.9,,50
东城区,2026-05-12,12,27.7,,50
东城区,2026-05-12,13,29.7,,50
东城区,2026-05-12,14,26.9,,50
东城区,2026-05-12,15,28.3,,50
东城区,2026-05-12,16,31.2,,50
东城区,2026-05-12,17,30.7,,50
东城区,2026-05-12,18,31.7,,50
东城区,2026-05-12,19,33.5,,50
东城区,2026-05-12,20,43.9,,50
东城区,2026-05-12,21,36.9,,50
东城区,2026-05-12,22,40.2,,50
东城区,2026-05-12,23,43.1,,50
