station_name,forecast_date,hour,o3_pred,o3_obs,level2_threshold
东城区,2026-05-11,0,102.0,,160
东城区,2026-05-11,1,99.5,,160
东城区,2026-05-11,2,95.5,,160
东城区,2026-05-11,3,95.0,,160
东城区,2026-05-11,4,88.3,,160
东城区,2026-05-11,5,89.9,,160
东城区,2026-05-11,6,87.1,,160
东城区,2026-05-11,7,84.5,,160
东城区,2026-05-11,8,88.3,,160
东城区,2026-05-11,9,88.9,,160
东城区,2026-05-11,10,101.0,,160
东城区,2026-05-11,11,133.9,,160
东城区,2026-05-11,12,151.8,,160
东城区,2026-05-11,13,162.0,,160
东城区,2026-05-11,14,160.4,,160
东城区,2026-05-11,15,160.4,,160
东城区,2026-05-11,16,156.8,,160
东城区,2026-05-11,17,164.2,,160
东城区,2026-05-11,18,154.7,,160
东城区,2026-05-11,19,149.2,,160
东城区,2026-05-11,20,137.0,,160
东城区,2026-05-11,21,121.0,,160
东城区,2026-05-11,22,119.3,,160
东城区,2026-05-11,23,112.2,,160
