station_name,forecast_date,hour,o3_pred,o3_obs,level2_threshold
东城区,2026-05-16,7,67.1,,160
东城区,2026-05-16,8,65.2,,160
东城区,2026-05-16,9,73.3,,160
东城区,2026-05-16,10,75.7,,160
东城区,2026-05-16,11,88.9,,160
东城区,2026-05-16,12,105.8,,160
东城区,2026-05-16,13,110.2,,160
东城区,2026-05-16,14,118.8,,160
东城区,2026-05-16,15,120.6,,160
东城区,2026-05-16,16,118.8,,160
东城区,2026-05-16,17,115.3,,160
东城区,2026-05-16,18,100.8,,160
东城区,2026-05-16,19,97.2,,160
东城区,2026-05-16,20,88.1,,160
东城区,2026-05-16,21,91.3,,160
东城区,2026-05-16,22,91.4,,160
东城区,2026-05-16,23,86.6,,160
东城区,2026-05-17,0,87.1,,160
东城区,2026-05-17,1,83.2,,160
东城区,2026-05-17,2,77.2,,160
东城区,2026-05-17,3,76.9,,160
东城区,2026-05-17,4,71.9,,160
东城区,2026-05-17,5,69.7,,160
东城区,2026-05-17,6,75.4,,160
