  1000, 113.9420,  30.9070,      10.
  1001, 113.8950,  30.7860,      15.
  1002, 113.8410,  30.6590,      20.
  1003, 113.7810,  30.5220,      21.
  1004, 113.7090,  30.3790,      22.
  1005, 113.6280,  30.2330,      26.
  1006, 113.5450,  30.0840,      32.
  1007, 113.4580,  29.9330,      40.
  1008, 113.3740,  29.7850,      54.
  1009, 113.3000,  29.6400,      70.
  1010, 113.2370,  29.4860,      87.
  1011, 113.1860,  29.3180,      98.
  1012, 113.1490,  29.1470,      97.
  1013, 113.1350,  28.9770,     106.
  1014, 113.1450,  28.8130,     137.
  1015, 113.1700,  28.6600,     184.
  1016, 113.1870,  28.5110,     228.
  1017, 113.1970,  28.3540,     248.
  1018, 113.2150,  28.1940,     240.
  1019, 113.2320,  28.0440,     240.
  1020, 113.2340,  27.9080,     247.
  1021, 113.2210,  27.7870,     241.
  1022, 113.2010,  27.6710,     238.
  1023, 113.1840,  27.5580,     261.
  1024, 113.1720,  27.4510,     313.
  1025, 113.1620,  27.3530,     362.
  1026, 113.1560,  27.2640,     386.
  1027, 113.1550,  27.1890,     390.
  1028, 113.1550,  27.1290,     380.
  1029, 113.1470,  27.0790,     357.
  1030, 113.1280,  27.0350,     322.
  1031, 113.1020,  26.9930,     292.
  1032, 113.0770,  26.9550,     274.
  1033, 113.0580,  26.9240,     261.
  1034, 113.0400,  26.9030,     252.
  1035, 113.0150,  26.8940,     245.
  1036, 112.9820,  26.8980,     240.
  1037, 112.9560,  26.9130,     238.
  1038, 112.9490,  26.9370,     237.
  1039, 112.9610,  26.9720,     236.
  1040, 112.9830,  27.0190,     236.
  1041, 113.0020,  27.0760,     236.
  1042, 113.0160,  27.1450,     234.
  1043, 113.0150,  27.2230,     230.
  1044, 112.9870,  27.3090,     227.
  1045, 112.9440,  27.3880,     230.
  1046, 112.9080,  27.4640,     239.
  1047, 112.8950,  27.5460,     256.
  1048, 112.9100,  27.6340,     293.
  2000, 113.9420,  30.9070,      10.
  2005, 113.8800,  30.7810,      12.
  2006, 113.8140,  30.6470,      16.
  2007, 113.7390,  30.5060,      20.
  2008, 113.6560,  30.3640,      22.
  2009, 113.5700,  30.2220,      23.
  2010, 113.4830,  30.0800,      22.
  2011, 113.4000,  29.9360,      19.
  2012, 113.3240,  29.7920,      16.
  2013, 113.2630,  29.6420,      16.
  2014, 113.2300,  29.4870,      21.
  2015, 113.2300,  29.3280,      30.
  2016, 113.2650,  29.1780,      40.
  2017, 113.3230,  29.0500,      70.
  2018, 113.3930,  28.9240,     127.
  2019, 113.4450,  28.8020,     169.
  2020, 113.4680,  28.6870,     180.
  2021, 113.4680,  28.5750,     184.
  2022, 113.4590,  28.4630,     189.
  2023, 113.4590,  28.3610,     191.
  2024, 113.4730,  28.2750,     189.
  2025, 113.4970,  28.2100,     187.
  2026, 113.5180,  28.1460,     191.
  2027, 113.5360,  28.0760,     210.
  2028, 113.5460,  28.0040,     246.
  2029, 113.5440,  27.9390,     275.
  2030, 113.5360,  27.8820,     284.
  2031, 113.5270,  27.8340,     282.
  2032, 113.5250,  27.7960,     281.
  2033, 113.5300,  27.7680,     287.
  2034, 113.5330,  27.7460,     298.
  2035, 113.5270,  27.7250,     300.
  2036, 113.5120,  27.7060,     291.
  2037, 113.4940,  27.6920,     282.
  2038, 113.4850,  27.6870,     278.
  2039, 113.4840,  27.6920,     277.
  2040, 113.4890,  27.7020,     270.
  2041, 113.4930,  27.7150,     247.
  2042, 113.4950,  27.7300,     207.
  2043, 113.4980,  27.7480,     167.
  2044, 113.5130,  27.7730,     143.
  2045, 113.5480,  27.8030,     135.
  2046, 113.6060,  27.8320,     139.
  2047, 113.6850,  27.8560,     150.
  2048, 113.7790,  27.8770,     171.
  2049, 113.8780,  27.8970,     189.
  2050, 113.9670,  27.9190,     184.
  2051, 114.0410,  27.9360,     160.
  2052, 114.1070,  27.9420,     131.
  3000, 113.9420,  30.9070,      10.
  3009, 113.8530,  30.7750,       6.
  3010, 113.7660,  30.6380,       3.
  3011, 113.6890,  30.5000,       0.
  3012, 113.6180,  30.3630,       0.
  3013, 113.5540,  30.2230,       0.
  3014, 113.4990,  30.0810,       0.
  3015, 113.4580,  29.9410,       0.
  3016, 113.4350,  29.8130,       0.
  3017, 113.4290,  29.6980,       6.
  3018, 113.4410,  29.5940,      28.
  3019, 113.4640,  29.4700,      95.
  3020, 113.4690,  29.3130,     176.
  3021, 113.4560,  29.1430,     225.
  3022, 113.4360,  28.9530,     269.
  3023, 113.4060,  28.7570,     297.
  3024, 113.3760,  28.5710,     309.
  3025, 113.3570,  28.4060,     331.
  3026, 113.3540,  28.2660,     330.
  3027, 113.3650,  28.1440,     335.
  3028, 113.3800,  28.0380,     380.
  3029, 113.3830,  27.9550,     456.
  3030, 113.3760,  27.8920,     521.
  3031, 113.3680,  27.8440,     568.
  3032, 113.3660,  27.8060,     606.
  3033, 113.3690,  27.7780,     648.
  3034, 113.3830,  27.7570,     689.
  3035, 113.4100,  27.7380,     720.
  3036, 113.4510,  27.7190,     738.
  3037, 113.5010,  27.7060,     751.
  3038, 113.5630,  27.7080,     768.
  3039, 113.6370,  27.7230,     787.
  3040, 113.7130,  27.7440,     785.
  3041, 113.7780,  27.7660,     742.
  3042, 113.8350,  27.7910,     692.
  3043, 113.9020,  27.8070,     666.
  3044, 113.9890,  27.8070,     673.
  3045, 114.0890,  27.7930,     691.
  3046, 114.2140,  27.7810,     722.
  3047, 114.3720,  27.8090,     784.
  3048, 114.5500,  27.9010,     883.
  3049, 114.7370,  28.0410,     952.
  3050, 114.8940,  28.2040,     921.
  3051, 114.9880,  28.3680,     812.
  3052, 115.0230,  28.5050,     726.
  3053, 115.0530,  28.6330,     702.
  3054, 115.1210,  28.7800,     712.
  3055, 115.2000,  28.9270,     746.
  3056, 115.3090,  29.0740,     816.
  4000, 113.9420,  30.9070,      10.
  4013, 113.8830,  30.7680,       0.
  4014, 113.8450,  30.6320,       0.
  4015, 113.8340,  30.5030,       0.
  4016, 113.8400,  30.3910,       0.
  4017, 113.8440,  30.2930,       0.
  4018, 113.8480,  30.2010,       0.
  4019, 113.8450,  30.1140,       0.
  4020, 113.8250,  30.0340,       0.
  4021, 113.7900,  29.9590,       1.
  4022, 113.7540,  29.8870,       3.
  4023, 113.7290,  29.8200,       7.
  4024, 113.7100,  29.7540,      11.
  4025, 113.6830,  29.6860,      22.
  4026, 113.6450,  29.6140,      41.
  4027, 113.5980,  29.5430,      71.
  4028, 113.5420,  29.4720,     105.
  4029, 113.4770,  29.3970,     125.
  4030, 113.4100,  29.3230,     132.
  4031, 113.3450,  29.2560,     134.
  4032, 113.2870,  29.2020,     136.
  4033, 113.2370,  29.1600,     136.
  4034, 113.1970,  29.1250,     140.
  4035, 113.1670,  29.0910,     146.
  4036, 113.1470,  29.0590,     152.
  4037, 113.1340,  29.0240,     157.
  4038, 113.1280,  28.9820,     159.
  4039, 113.1270,  28.9330,     157.
  4040, 113.1290,  28.8820,     156.
  4041, 113.1280,  28.8390,     155.
  4042, 113.1200,  28.8050,     154.
  4043, 113.1060,  28.7760,     150.
  4044, 113.0890,  28.7480,     136.
  4045, 113.0700,  28.7220,     112.
  4046, 113.0620,  28.6900,      95.
  4047, 113.0910,  28.6510,     107.
  4048, 113.1720,  28.6170,     139.
  4049, 113.2810,  28.6090,     166.
  4050, 113.3730,  28.6300,     179.
  4051, 113.4460,  28.6650,     161.
  4052, 113.4730,  28.6960,     134.
  4053, 113.4500,  28.7290,     122.
  4054, 113.3850,  28.7760,     120.
  4055, 113.3220,  28.8320,     113.
  4056, 113.2800,  28.8830,      98.
  4057, 113.2500,  28.9280,      80.
  4058, 113.2310,  28.9850,      67.
  4059, 113.2340,  29.0740,      62.
  4060, 113.2700,  29.1990,      72.
  5000, 113.9420,  30.9070,      10.
  5017, 113.9330,  30.7930,       1.
  5018, 113.9230,  30.6970,       0.
  5019, 113.9080,  30.6060,       0.
  5020, 113.8890,  30.5110,       0.
  5021, 113.8600,  30.4140,       0.
  5022, 113.8260,  30.3160,       0.
  5023, 113.7960,  30.2220,       0.
  5024, 113.7730,  30.1360,       0.
  5025, 113.7490,  30.0550,       0.
  5026, 113.7170,  29.9760,       0.
  5027, 113.6760,  29.8970,       1.
  5028, 113.6250,  29.8240,       0.
  5029, 113.5680,  29.7560,       0.
  5030, 113.5100,  29.6890,       0.
  5031, 113.4540,  29.6270,       0.
  5032, 113.3960,  29.5760,       0.
  5033, 113.3370,  29.5310,       0.
  5034, 113.2830,  29.4880,       0.
  5035, 113.2370,  29.4430,       0.
  5036, 113.2010,  29.3980,       0.
  5037, 113.1720,  29.3550,       0.
  5038, 113.1490,  29.3120,       0.
  5039, 113.1330,  29.2690,       0.
  5040, 113.1200,  29.2250,       0.
  5041, 113.1080,  29.1800,       0.
  5042, 113.0990,  29.1340,       0.
  5043, 113.0930,  29.0910,       0.
  5044, 113.0870,  29.0550,       0.
  5045, 113.0790,  29.0240,       0.
  5046, 113.0740,  28.9880,       0.
  5047, 113.0760,  28.9390,       4.
