station_name,forecast_date,hour,o3_pred,o3_obs,level2_threshold
东城区,2026-05-10,0,112.9,,160
东城区,2026-05-10,1,103.8,,160
东城区,2026-05-10,2,102.4,,160
东城区,2026-05-10,3,95.1,,160
东城区,2026-05-10,4,101.3,,160
东城区,2026-05-10,5,98.7,,160
东城区,2026-05-10,6,72.0,,160
东城区,2026-05-10,7,81.4,,160
东城区,2026-05-10,8,90.0,,160
东城区,2026-05-10,9,103.7,,160
东城区,2026-05-10,10,106.2,,160
东城区,2026-05-10,11,132.5,,160
东城区,2026-05-10,12,153.9,,160
东城区,2026-05-10,13,166.3,,160
东城区,2026-05-10,14,164.7,,160
东城区,2026-05-10,15,173.0,,160
东城区,2026-05-10,16,165.3,,160
东城区,2026-05-10,17,164.3,,160
东城区,2026-05-10,18,166.3,,160
东城区,2026-05-10,19,148.8,,160
东城区,2026-05-10,20,132.8,,160
东城区,2026-05-10,21,112.5,,160
东城区,2026-05-10,22,105.8,,160
东城区,2026-05-10,23,117.5,,160
